name,slug,rating,roaster,location,origin,roast,cost_12oz,review_date,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,Location_Latitude,Location_Longitude,Origin_Latitude,Origin_Longitude,Blend/Single Origin
Taiwan Geisha Honey,https://www.coffeereview.com/review/taiwan-geisha-honey/,94,Paradise Roasters,"Minneapolis, Minnesota","Alishan, Taiwan",Light,194.85,20-Oct,9,9,9,9,8,,"Delicate, honey- and cocoa-toned. Pomegranate, cocoa nib, violet, pink grapefruit zest, cashew butter in aroma and cup. Sweet-toned structure with balanced, lively acidity; full, syrupy mouthfeel. The pleasing finish leads with pomegranate and cashew butter with undertones of cocoa nib.","Produced by Feng Cheng-lun of Zhou Zhu Yuan Farm entirely from trees of the celebrated Geisha variety of Arabica. Processing starts with the natural, dried-in-the-whole fruit method, but halfway through the drying the coffee is pulped and drying is finished as in the honey method, with some fruit flesh left on the beans. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A delicately sweet, floral- and fruit-toned Taiwan Geisha, available for the first time in the U.S. market from Paradise Roasters.Explore Similar CoffeesClick here for more reviews from Paradise RoastersVisit Paradise Roasters ",44.9772995,-93.2654692,23.5150347,120.8097545,Single Origin
Nekisse Phantom Roasting,https://www.coffeereview.com/review/nekisse-phantom-roasting/,95,BEI Coffee Roasters,"Hong Kong, China","Sidamo growing region, south-central Ethiopia",Light,191.64,22-Dec,9,9,9,9,9,,"Richly floral-toned, vibrant. Star jasmine, wild strawberry, honey, dark chocolate, mustard seed in aroma and cup. Sweet-toned structure with delicately juicy acidity; full, syrupy mouthfeel. The flavor-saturated finish carries over all the notes from the cup.","Nekisse is a proprietary brand of Ethiopia coffee developed by Ninety Plus, a distinguished boutique developer and importer of innovative small-lot coffees from Ethiopia and Panama. Grown near Neji in the Sidama/Sidamo growing region, this is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. BEI Coffee Roasters is a Hong Kong-based specialty roaster focused on microlots and multiple roasting methods for the same coffee. Visit www.facebook.com/bei.coffeekan.","A beautifully structured, harmoniously integrated natural-processed Ethiopia cup — elegantly bright, fruity, floral, chocolaty.Explore Similar CoffeesClick here for more reviews from BEI Coffee RoastersClick here for more information about coffees from Ethiopia ",22.2793278,114.1628131,6.8475,39.4531,Single Origin
Ethiopia COE 2nd place Washed Sidamo Rumudamo,https://www.coffeereview.com/review/ethiopia-coe-2nd-place-washed-sidamo-rumudamo/,94,Kakalove Cafe,"Chia-Yi, Taiwan","Arbegona, Sidama (also Sidamo) growing region, south-central Ethiopia",Medium-Light,190.51,20-Nov,9,9,9,9,8,,"Crisp, delicately sweet-tart, intricately floral. Narcissus, lime zest, apricot, pipe tobacco, agave syrup in aroma and cup. Sweet-toned with lyrical, juicy acidity; silky, buoyant mouthfeel. Vermouth-like, richly dry finish.",Produced entirely from trees of the admired 74110 selection of Ethiopia Arabica and processed by the washed method (fruit skin and pulp are removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"An elegant, light-footed, deeply floral washed Ethiopia cup.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from EthiopiaVisit Kakalove Cafe ",23.4818972,120.462318,6.75,39.4667,Single Origin
China Zuoyuan Biodynamic Washed Geisha,https://www.coffeereview.com/review/china-zuoyuan-biodynamic-washed-geisha/,93,Gee Coffee Roasters,"Shenzhen, China","Baoshan, Yunnan Province, China",Medium-Light,190.03,24-Jul,9,8,9,9,8,,"Balanced, sweetly tart, chocolaty. Dark chocolate, Bing cherry, roasted almond, grapefruit zest, marjoram in aroma and cup. Briskly sweet-tart acidity; full, syrupy mouthfeel. Crisply chocolaty finish with undertones of grapefruit and almond.","Produced at Zuoyuan Farm in Yunnan, China, entirely of the Geisha variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). The “biodynamic” process refers to micro-sampling control technology that allows observation of the local microbes and their development, as well as the use of technology to block ultraviolet light (thought to diminish aromas) during the drying procese. Gee Coffee Roasters is a specialty roaster with 12 cafes in Guangzhou and Shenzhen, China. Visit Gee Coffee’s Tabao online store for more information.","A lovely Geisha grown in China’s Yunnan Province, with leading notes of stone fruit and chocolate — worth a detour to get your hands on this rare coffee from an emerging region.Explore Similar CoffeesClick here for more reviews from Gee Coffee Roasters ",22.5445741,114.0545429,25.1147115,99.1591622,Single Origin
Biodynamic Washed Geisha,https://www.coffeereview.com/review/biodynamic-washed-geisha/,91,Gee Coffee Roasters,"Guangzhou, China","Baoshan, Yunnan Province, China",Medium-Light,190.03,23-Jul,9,8,8,9,7,,"Crisply sweet, gently floral. Apricot, magnolia, baking chocolate, lemon zest, fresh-cut fir in aroma and cup. Brisk acidity; lightly silky mouthfeel. The wood-framed finish is supported by notes of lemon zest and magnolia.","Produced at Zuoyuan Farm in Yunnan, China, entirely of the Geisha variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Gee Coffee Roasters is a specialty roaster with 12 cafes in Guangzhou and Shenzhen, China. Visit the brand’s wechat official account, Gee Coffee Roasters, for more information.","A friendly, accessible washed Geisha grown in China’s Yunnan Province — crisply chocolaty and floral with aromatic wood undertones.Explore Similar CoffeesClick here for more reviews from Gee Coffee Roasters ",23.1301964,113.2592945,25.1147115,99.1591622,Single Origin
Kona SL 34 Anaerobic Washed Kona Rainforest,https://www.coffeereview.com/review/kona-sl-34-anaerobic-washed-kona-rainforest/,95,Paradise Roasters,"Hilo, Hawaii","South Kona, Big Island of Hawai’i",Light,180,24-Apr,9,9,9,9,9,,"Fruit-driven, brightly sweet. Nectarine, black cherry, magnolia, pomelo, cedar in aroma and cup. Gently bright, sweetly tart acidity; crsip, dry-vermouth-like body. Resonant, harmonious, integrated finish.","Produced at the organic-certified Kona Rainforest Farm, entirely of the SL34 variety of Arabica, and processed by the anaerobic washed method, with the addition of an organic yeast strain (developed in collaboration with Miguel Meza) to the fermentation. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit paradiseroasters.com or call 808-498-4048 for more information.","A Kenyan variety of Arabica grown on the Big Island of Hawai’i, this coffee is a Kenya twin but more fruit-forward with notes of stone fruit and citrus.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from HawaiiVisit Paradise Roasters ",19.7073734,-155.08158,30.829423,-82.609586,Single Origin
Kona Red Bourbon Anaerobic Washed Kona Rainforest,https://www.coffeereview.com/review/kona-red-bourbon-anaerobic-washed-kona-rainforest/,95,Paradise Roasters,"Hilo, Hawaii","South Kona growing region, Big Island of Hawai’i",Light,180,24-Feb,9,9,9,9,9,,"Delicately floral-toned, brightly citrusy. Wisteria, pink grapefruit, thyme, red plum, cocoa nib in aroma and cup. Juicy-sweet acidity; full, syrupy-smooth mouthfeel. Very sweet, floral finish with undertones of cocoa nib and pink grapefruit.","Produced at the organic-certified Kona Rainforest Farm, entirely of the Red Bourbon variety of Arabica, and processed by the anaerobic washed method, with the addition of an organic yeast strain (developed in collaboration with Miguel Meza) to the fermentation. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit paradiseroasters.com or call 808-498-4048 for more information.",A uniquely composed yeast-fermented organic Kona with spice-toned floral notes and sweet citrus throughout.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from HawaiiVisit Paradise Roasters ,19.7073734,-155.08158,30.829423,-82.609586,Single Origin
Colombia Finca El Paraíso Geisha Sake,https://www.coffeereview.com/review/colombia-finca-el-paraiso-geisha-sake/,96,Paradise Roasters,"Hilo, Hawaii","Cauca, Colombia",Light,180,23-Jul,9,9,9,10,9,,"Exuberantly aromatic, rich, very complex. Bergamot, Concord grape, ginger blossom, pistachio, lychee in aroma and cup. Juicy-bright, exceptionally high-toned acidity; lush, silky mouthfeel. Rich, pungent, crisply sweet finish.","This exceptional coffee was selected as the No. 10 coffee on Coffee Review’s list of the Top 30 Coffees of 2023. Produced by Diego Bermudez, from trees of the original Panama T.2722 cultivar of the Geisha variety of Arabica, and processed by the double-anaerobic washed method, in which the coffee fruit, after having been first sanitized with ozone, undergoes two stages of fermentation. First, the whole cherries are submerged under water for 48 hours, then the beans are pulped and fermented with a strain of Lactobacillus for 24 hours. After fermentation, the beans are given a “thermal shock” using hot and cold rinses to help the beans absorb the fermentation metabolites and halt any further fermentation. Afterward, the washed parchment coffee is rapidly dried with an in-house designed Eco-Enigma dehumidifying dryer to avoid over oxidation or continued fermentation. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit paradiseroasters.com or call 763-433-0626 for more information.","A decadent, expressive, voluptuous double-anaerobic Colombia Geisha with a wide range of aromas and flavors, from spice-toned bergamot to super-sweet lychee.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from ColombiaVisit Paradise Roasters ",19.7073734,-155.08158,2.5683314,-76.7814226,Single Origin
Colombia Granja La Esperanza Java Anaerobic,https://www.coffeereview.com/review/colombia-granja-la-esperanza-java-anaerobic/,95,Bird Rock Coffee Roasters,"San Diego, California","Valle del Cauca growing region, Colombia",Medium-Light,170,20-Nov,9,9,9,9,9,,"Crisp, tangy, richly sweet-tart-savory. Vanilla yogurt, guava, dark chocolate, sassafras, sandalwood in aroma and cup. Sweetly tart with savory undertones and tangy acidity; very full, syrupy-smooth mouthfeel. The resonant flavor-saturated finish carries forward all of the notes from the cup.","This exceptional coffee was selected as the No. 19 coffee on Coffee Review’s list of the Top 30 Coffees of 2020.  Produced by Rigoberto Herrera at Granja La Esperanza in Colombia, a producer that specializes in innovation, in this case applying an anaerobic (limited oxygen ferment) processing method to the rare Java variety of Arabica. Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A startlingly unusual yet inviting anaerobically processed Colombia Java, ideal for the coffee adventurer with its original aromatics conveyed in layers of sweetness, savory depth, and lactic tang.Explore Similar CoffeesClick here for more reviews from Bird Rock Coffee RoastersClick here for more information about coffees from Colombia ",32.7174202,-117.162772,4.3354563,-75.82651524,Single Origin
Camilina Geisha,https://www.coffeereview.com/review/camilina-geisha-2/,95,Bird Rock Coffee Roasters,"San Diego, California","Piedra Candela, Chiriqui Province, western Panama",Medium-Light,170,20-Oct,9,9,9,9,9,,"Delicately fruit-forward, multi-layered, complex. Dark chocolate, blackberry jam, macadamia nut, honey, sandalwood in aroma and cup. Sweet-savory structure with winy acidity; very full, syrupy-smooth mouthfeel. Fruit-toned finish with deep, lasting chocolate undertones. ",Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Finca La Aurora. The Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Processed by the natural method (dried in the whole fruit). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.,"A delicately intense natural-processed Panama Geisha cup: exciting, unique, aromatically compelling.Explore Similar CoffeesClick here for more reviews from Bird Rock Coffee RoastersClick here for more information about coffees from Panama ",32.7174202,-117.162772,8.8815329,-82.7568973,Single Origin
