Blend/Single Origin,Country of Origin,Country of Origin Mod,Desc 1,Desc 2,Desc 3,location City,Location Country,Location State,Name,Origin,Review Date,Roast,Roaster,Slug,Acid,Aftertaste,Aroma,Body,Cost 12Oz,Flavor,Latitude,Location Latitude,Location Longitude,Longitude,Origin Latitude,Origin Longitude,Rating,Selected Measure,With Milk
Single Origin,Colombia,Colombia,"Berry- and chocolate-toned. Strawberry, baking chocolate, cashew butter, lemon zest, elm in aroma and cup. Sweetly tart with juicy acidity; satiny-smooth mouthfeel. The rich-toned finish consolidates to notes of lemon zest, baking chocolate and cashew.",Produced by Diever Galindez entirely from trees of the Pink Bourbon variety of Arabica and processed by the washed method (fruit skin and flesh are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A lively, crisply chocolaty and sweetly berry-driven cup with a particularly poised, suavely balanced structure.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from ColombiaVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,Aces La Juntas,"Chinas, San Agustín, Huila, Colombia",21-Feb,Light,JBC Coffee Roasters,https://www.coffeereview.com/review/aces-la-juntas/,9,8,9,8,27.97,9,43.074761,43.074761,-89.3837613,-89.3837613,1.882076,-76.2728979,86,86,
Single Origin,Ethiopia,Ethiopia,"Crisply sweet-tart, high-toned. Lemon verbena, plum, narcissus, cocoa nib, maple syrup in aroma and cup. Sweet-tart structure with bright, juicy acidity; delicate, silky mouthfeel. The resonant finish centers around notes of plum and cocoa nib with undertones of narcissus-like flowers.",Produced by Zelelu Ararso from indigenous Ethiopian landrace varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA organic. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A classic washed Ethiopia cup: sweet, bright, balanced and juicy, with citrus and stone fruit notes supported by a cocoa throughline.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from EthiopiaVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,Addis Katema,"Wenango District, Gedeo Zone, Ethiopia",21-Mar,Light,JBC Coffee Roasters,https://www.coffeereview.com/review/addis-katema/,9,8,9,8,18.75,9,43.074761,43.074761,-89.3837613,-89.3837613,13.249606,39.520505,86,86,
Blend,Guatemala,Guatemala,"Evaluated as espresso. Complex, richly sweet-savory. Apricot, green tomato, toffee, hazelnut, cedar in aroma and small cup. Vibrant, syrupy mouthfeel; sweet finish centered around toffee and apricot notes. In cappuccino format, toffee-driven with undercurrents of apricot and hazelnut. ","A blend of four coffees: a washed Kenya, a washed Ethiopia, a natural-processed Ethiopia, and a washed Guatemala. Night & Bean Coffee is a specialty roaster and coffee shop in Hsinchu, Taiwan. Visit www.facebook.com/nightandbean for more information.","A complex, multi-layered espresso blend with sweet, tart and savory impulses all in delicious balance.Explore Similar CoffeesClick here for more reviews from Night & Bean Coffee ",Hsinchu,Taiwan,,African Dance Espresso Blend,Kenya; Ethiopia; Guatemala,23-Nov,Medium-Light,Night & Bean Coffee,https://www.coffeereview.com/review/african-dance-espresso-blend/,,8,9,9,34,9,24.8066333,24.8066333,120.9686833,120.9686833,10.31068,-85.77012,88,88,9
Blend,Ethiopia,Ethiopia,"Crisply sweet-savory. Toffee, pomegranate, cedar, hazelnut, candied violet in aroma and cup. Richly bittersweet structure with brisk acidity; syrupy-smooth mouthfeel. The crisp finish consolidates to notes of pomegranate and hazelnut.","A blend of three coffees: a washed Ethiopia, a washed Kenya and a natural-processed Brazil. CoffeeBox Coffee founders Godfrey and Coco focus on small-batch coffee roasting with the goal of making the joy of premium coffee accessible to everyone. Visit shop.coffeebox.tw for more information.","A richly aromatic, flavor-laden blend with notes of tart fruit and sweet florals, balanced by rich nut and aromatic wood tones.Explore Similar CoffeesClick here for more reviews from Coffeebox CoffeeVisit Coffeebox Coffee ",Taipei,Taiwan,,African Romance Blend,Ethiopia; Kenya; Brazil,23-Sep,Medium-Light,Coffeebox Coffee,https://www.coffeereview.com/review/african-romance-blend/,8,8,9,9,10.55,9,25.0375198,25.0375198,121.5636796,121.5636796,,,86,86,
Single Origin,Indonesia,Indonesia,"Deeply sweet-savory. Pipe tobacco, scorched clove, dark chocolate, ripe banana, a hint of freesia-like flowers in aroma and cup. Balanced, bittersweet structure with soft acidity; very full, syrupy-smooth mouthfeel. Savory-leaning finish with notes of pipe tobacco and scorched clove, lifted by a crisp dark chocolate.","Produced by smallholding farmers from the Sigurarutang and Typica varieties of Arabica, processed by the anaerobic washed method and aged seven years. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An intriguing aged Sumatra, deftly roasted to bring out musky spice notes, pipe tobacco and dark chocolate.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from SumatraVisit Paradise Roasters ",Minneapolis,USA,Minnesota,Aged Sumatra Semiga,"Simalungun, Sumatra, Indonesia",22-Apr,Medium-Dark,Paradise Roasters,https://www.coffeereview.com/review/aged-sumatra-semiga/,9,8,9,9,30,9,44.9772995,44.9772995,-93.2654692,-93.2654692,2.9546752,99.0673958,88,88,
Single Origin,Indonesia,Indonesia,"A splendid, uncompromising example of its style, though not for everyone. Fresh humus, perique pipe tobacco, freshly dried prune, musk, raw chocolate in aroma and cup. Sweet-savory structure with low-toned, round acidity; plush, syrupy mouthfeel. The sweetly earth-toned finish is long and resonant, with notes of forest floor, pipe tobacco and musk.","Produced by smallholding farmers from trees of the Linie S, Typica and Kartika varieties of Arabica and processed by the traditional Sumatra wet-hulled method, then deliberately held in an aging warehouse for five years. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","Paradise says, “This coffee reminds us of Paul Bunyan chopping his way through a great forest, wearing Old Spice cologne, smoking a cigar, and not giving a care.” In more explicit terms, this coffee is earthy, foresty, musky and fresh tobacco-toned.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from SumatraVisit Paradise Roasters ",Minneapolis,USA,Minnesota,Aged Sumatra Ulos Batak 2015,"Lintong growing region, Sumatra, Indonesia",21-Mar,Medium,Paradise Roasters,https://www.coffeereview.com/review/aged-sumatra-ulos-batak-2015/,8,9,9,9,18.95,9,44.9772995,44.9772995,-93.2654692,-93.2654692,2.6055,98.6996,88,88,
Blend,Colombia,Colombia,"Evaluated as espresso. Crisply chocolaty, sweetly nutty. Baking chocolate, almond, orange zest, oak, lemon verbena in aroma and small cup. Velvety mouthfeel; almondy finish with undertones of orange zest. In three parts milk, baking chocolate and orange notes play nicely together.","A blend of coffees from Colombia, Brazil, Nicaragua and Mexico, roasted for espresso applications. Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information. 
","A medium-roasted espresso blend characterized by crisp chocolate, sweet nut, and bittersweet citrus zest notes.Explore Similar CoffeesClick here for more reviews from Buon CaffeVisit Buon Caffe ",Taipei,Taiwan,,AKITA Espresso Blend,Colombia; Brazil; Nicaragua; Mexico,24-Feb,Medium-Light,Buon Caffe,https://www.coffeereview.com/review/akita-espresso-blend/,,8,8,8,8.11,8,25.0375198,25.0375198,121.5636796,121.5636796,20.535667,-97.46913,82,82,9
Single Origin,Ethiopia,Ethiopia,"Crisply sweet-tart, balanced. Pear, almond butter, magnolia, baking chocolate, molasses in aroma and cup. Brightly sweet-tart structure with lively acidity; crisp, satiny mouthfeel. Finish consolidates to notes of almond, pear and baking chocolate.","Certified USDA organic. Produced at the Hambela Coffee Estate, owned and operated by METAD farm and mill. Southern Ethiopia produces distinctive coffees from traditional varieties of Arabica long grown in the region. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A relaxing, laid-back Ethiopia cup with pretty almond and pear notes supported by crisp chocolate.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from EthiopiaVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,Alaka Ethiopia,"Hambela Wamena, Guji Zone, Oromia, Ethiopia",21-Nov,Medium-Light,JBC Coffee Roasters,https://www.coffeereview.com/review/alaka-ethiopia/,9,8,9,9,18,9,43.074761,43.074761,-89.3837613,-89.3837613,5.3333,39.2167,88,88,
Single Origin,Taiwan,Taiwan,"Crisply sweet, delicately fruity. Persimmon, hazelnut, tiger lily, fresh-cut fir, brown sugar in aroma and cup. Sweet structure with brisk acidity; syrupy-smooth mouthfeel. The wood-framed finish is crisply sweet into the long.","Produced at Four Elements Farm in Alishan, Taiwan, and processed by the natural method (dried in the whole fruit). Grass Coffee Roaster is a specialty coffee roaster based in Yilan, Taiwan. Visit www.grasscoffee.com.tw for more information.","A friendly, accessible Taiwan-grown coffee characterized by richly sweet nut and crisp aromatic wood suggestions.Explore Similar CoffeesClick here for more reviews from Grass Coffee Roaster ",Yilan,Taiwan,,Alishan Natural,"Alishan growing region, Taiwan",22-Nov,Medium-Light,Grass Coffee Roaster,https://www.coffeereview.com/review/alishan-natural/,8,7,8,9,65.32,9,24.7519538,24.7519538,121.7533344,121.7533344,23.5083,120.8049,82,82,
Single Origin,Taiwan,Taiwan,"Crisply cocoa-toned. Baking chocolate, magnolia, pie cherry, oak, cane sugar in aroma and cup. Sweet structure with brisk acidity; crisp, silky mouthfeel. Cocoa-driven finish with undertones of oak and cane sugar.","Produced at Zhou Zhu Yuan farm entirely of the So’ngna variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Le Brewlife is a specialty coffee roaster based in Taichung, Taiwan. Visit www.lebrewlife.co for more information.","An accessible, crisply sweet Taiwan cup with subtle depth.Explore Similar CoffeesClick here for more reviews from Le Brewlife ",Taichung,Taiwan,,Alishan Taiwan,"Alishan, Taiwan",21-Sep,Medium-Light,Le Brewlife,https://www.coffeereview.com/review/alishan-taiwan/,8,8,8,8,68.8,8,24.163162,24.163162,120.6478282,120.6478282,23.5150347,120.8097545,80,80,
Single Origin,Taiwan,Taiwan,"Balanced, gently bright. Red grape, almond, cedar, narcissus, baking chocolate in aroma and cup. Sweet-toned structure with brisk acidity; full, creamy mouthfeel. The short finish leads with notes of red grape and baking chocolate, rounding to sweet almond in the long with undertones of cedar.","Produced at Four Elements Farm in Alishan, Taiwan, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Grass Coffee Roaster is a specialty coffee roaster based in Yilan, Taiwan. Visit www.grasscoffee.com.tw for more information.","A balanced, attractive washed Alishan cup, sweet and chocolaty, enlivened by spicy floral tones throughout.Explore Similar CoffeesClick here for more reviews from Grass Coffee Roaster ",Yilan,Taiwan,,Alishan Washed,"Alishan growing region, Taiwan",22-Nov,Medium,Grass Coffee Roaster,https://www.coffeereview.com/review/alishan-washed/,8,8,9,9,65.32,9,24.7519538,24.7519538,121.7533344,121.7533344,23.5083,120.8049,86,86,
Single Origin,Peru,Peru,"Richly floral-toned, very sweet. Rhododendron, black cherry, fresh sugarcane, baking chocolate, hazelnut in aroma and cup. Malic (apple-like) acidity; lightly satiny mouthfeel. Finish consolidates to notes of rhododendron and baking chocolate.","Produced by Wilson Sucaticona, entirely of the Bourbon variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A washed Peru cup that offers chocolaty sweetness, fruit finesse, and vanilla-like florals throughout the nuanced profile.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from PeruVisit JBC Coffee Roasters ",Madison,USA,Wisconsin,Alto Lagunillas by Wilson Sucaticona,"Puno, Peru",24-Aug,Medium-Light,JBC Coffee Roasters,https://www.coffeereview.com/review/alto-lagunillas-by-wilson-sucaticona/,9,8,9,8,30,9,43.074761,43.074761,-89.3837613,-89.3837613,-15.8405962,-70.0279512,86,86,
Blend,Guatemala,Guatemala,"Evaluated as espresso. Gently fruit-toned, crisply chocolaty. Brazil nut, dried apricot, cocoa powder, marshmallow, orange zest in aroma and small cup. Lightly creamy mouthfeel; richly sweet, nut-driven finish. In three parts milk, cocoa powder and Brazil nut sweetly mingle.","A blend of coffees from Brazil, Guatemala and Indonesia, roasted for espresso. Toca Coffee is a family-owned specialty coffee roaster based in New Jersey. Visit https://www.tocacoffee.com/ for more information.","A gentle, roast-rounded espresso with pretty cocoa and sweet nut tones throughout, especially in milk.Explore Similar CoffeesClick here for more reviews from Toca Coffee ",PomptonPlains,USA,New Jersey,Amasia Blend,Brazil; Guatemala; Indonesia,21-Aug,Medium,Toca Coffee,https://www.coffeereview.com/review/amasia-blend/,,8,8,8,15.95,9,40.9681536,40.9681536,-74.2957043,-74.2957043,0.505175,123.063317,82,82,8
